ID	Clan	A4_Gender	A5_Age	A6_HH_head	A7_Gender_HHH_if	A10_women	A10_girls	A10_men	A10_boys	A10_under2	A10_Marit_stat	A12_disp_stat	A15_income	A16_Employ_Stat	A17_Main_Source_Income	A18_Livestock_yn	A18_Sheep	A18_Goats	A18_Cows	A18_Camels	A19_disabled	A20_HHDisabled	A21_AbleAccessMedserv	A21_Distance	A21_MoneyTravel	A21_MoneyService	A21_MoneyMedicine	A21_UseTraditionalMed	B1_MealAdults	B1_MealsChildren	B2_Cereals	B2_vegorange	B2_roots	B2_leaves	B2_otherveg	B2_localfruits	B2_Otherfruits	B2_meat	B2_egg	B2_fish	B2_legumin	B2_milky	B2_fat	B2_sugar	B2_other	B3_days_cereals	B3_days_roots	B3_days_beans	B3_days_veg	B3_days_fruits	B3_days_eggmeat	B3_days_milky	B3_days_sugar	B3_days_fat	B3_days_other	B13_months_notenough	B14_Nov	B14_Oct	B14_Sep	B14_Aug	B14_Jul	B14_Jun	B14_May	B14_Apr	B14_Mar	B14_Feb	B14_Jan	B14_Dec	B15_Nofoodtoeat	B16_Sleephungry	B17_alldayandnightwithouteating	B18_Worry NotEnoughtoEat	C1_OwnLand	C2_Acresowned	C3_Bean	C3_Sesame	C3_Cowpeas	C3_Maize	C3_Other	C4_Seed_Beans	C4_Seed_Sesame	C4_Seed_Cowpeas	C4_Seed_Maize	C4_Seed_Other	C5_Source_Beans	C5_Source_Sesame	C5_Source_Cowpeas	C5_Source_Maize	C5_Source_Other	C7_Area_Beans	C7_Area_Sesame	C7_Area_Cowpeas	C7_Area_Maize	C7_Area_Other	C8_Seed_Beans_enough	C8_Seed_Sesame_enough	C8_Seed_Cowpeas_enough	C8_Seed_Maize_enough	C8_Seed_Other_enough	C9_Pest_Attack_Beans	C9_Pest_Attack_Sesame	C9_Pest_Attack_Cowpeas	C9_Pest_Attack_Maize	C9_Pest_Attack_Other	C10_Pest_Affected_Beans	C10_Pest_Affected_Sesame	C10_Pest_Affected_Cowpeas	C10_Pest_Affected_Maize	C10_Pest_Affected_Other	C11_Pest_Mngmt_Beans	C11_Pest_Mngmt_Sesame	C11_Pest_Mngmt_Cowpeas	C11_Pest_Mngmt_Maize	C11_Pest_Mngmt_Other	C12_Pest_Fertilizer_Beans	C12_Pest_Fertilizer_Sesame	C12_Pest_Fertilizer_Cowpeas	C12_Pest_Fertilizer_Maize	C12_Pest_Fertilizer_Other	C13_PestFertilizer_WARDI_Beans	C13_PestFertilizer_WARDI_Sesame	C13_PestFertilizer_WARDI_Cowpeas	C13_PestFertilizer_WARDI_Maize	C13_PestFertilizer_WARDI_Other	C15_goodpract_Beans	C15_goodpract_Sesame	C15_goodpract_Cowpeas	C15_goodpract_Maize	C15_goodpract_Other	C16_irrig_Beans	C16_irrig_Sesame	C16_irrig_Cowpeas	C16_irrig_Maize	C16_irrig_Other	C17_Areairrig_Beans	C17_Areairrig_Sesame	C17_Areairrig_Cowpeas	C17_Areairrig_Maize	C17_Areairrig_Other	C18_training_goodpract	C18_training_harvest	C18_training_input	C18_training_fert	C18_training_soil	C18_training_pestmngt	C18_training_flooddrought	C18_training_accounting	C18_training_seeding	C18_training_climate	C18_training_seedselect	C19_org_goodpract	C18_org_harvest	C18_org_input	C18_org_fert	C18_org_soil	C18_org_pestmngt	C18_org_flooddrought	C18_org_accounting	C18_org_seeding	C18_org_climate	C18_org_seedselect	C18_long_goodpract	C18_long_harvest	C18_long_input	C18_long_fert	C18_long_soil	C18_long_pestmngt	C18_long_flooddrought	C18_long_accounting	C18_long_seeding	C18_long_climate	C18_long_seedselect	C19_received_shovel	C19_received_fork	C19_received_axe	C19_received_hoe	C19_received_bandingtool	C19_usetractor	C20_irrigrehab	C20_WaterAccess	C20_WaterAccess_other	C20_freq_irrig	C20_freq_irrig_day	C21_assistance_veggarden	C22_receive_foodstoragecontainer	C22_what_text	C23_access_food_increased	C23_why_text	D1_source_LH_yn	D2_Main_source_LH	D3_LH_income	D4_WARDI_chicken	D4_chicken_beforeWARDI	D4_Chicken_owned	D11_consumming_eggs	D11_selling_eggs	D11_giving_eggs	D13_Training_animal_husband	D14_Sell_agr_prod	D15_Nearest_Market_km	D16_transport_means	D17_challenge_roads	D17_challenge_Insecurity	D17_challenge_transpCost	D17_challenge_distance	D17_challenge_notenough	D17_challenge_Other	D19_train_bookkeeping	D19_train_marketing	D19_train_credit	D19_train_mngt	D19_train_literacy	D22_LH_Changed	D23_WARDI_donkey	D23_WARDI_donkeyCart	D29_training_rehabRoads	D30_involved_roadClearance	E1_IYCFtraining	E1_Coockingtraining	E1_WaterTreattraining	E3_Part_MotherSupportGroup	F1_MainSource_Drink	F3_Distance_Water_km	F3_Distance_Water_min	F7_pay_for_water	F8_water_treatment_used	H1_washhand_beforemeal	H1_washhand_beforeservfood	H1_washhand_beforeeat	H1_washhand_beforefeedbab	H1_washhand_aftercleanbaby	H1_washhand_aftertoil	H1_washhand_aftergarb	H1_washhand_afterplay	H2_important_why	H3_wash_with_what	H4_use_latrines	Village_clean	A7_Gender_HH	A10_Total	B2_HDDS	B3_FCS	B15_HSS	B13_MAHFP	longitude	latitude	A10_children	FCS Score
131		Female	25	No	Male	1	1	1	0	3	Married	Host Community	90	Self-employed	Land cultivation	Yes	2	0	0	0	No	No	No	Yes	Yes	Yes	No	No	2	3	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	7	0	0	0	0	0	1	7	7	7	Yes	No	No	Yes	Yes	Yes	Yes	No	No	No	No	No	No	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Never	Often (more than ten times in the past four weeks)	Yes	2.0	Yes	Yes	Yes	Yes	No	Improved	Improved	Improved	Improved	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	1-5 ha	1-5 ha	1-5 ha	1-5 ha	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	Yes	Yes	Yes	Yes	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	1-5 ha	1-5 ha	1-5 ha	1-5 ha	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	5 days	5 days	5 days	5 days	5 days	5 days	5 days	5 days	5 days	5 days	5 days	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Pipes	0	Twice a week	Twice a day	Yes	Yes	I use for water storage	Yes	"1. Fertilizers supported us 
2. Training has supported us 
3. Seed distribution supported us as well"	Yes	Farming	1	10	0	15	Yes	No	Yes	No	No	20.0	Car	Yes	No	No	Yes	No	0.0						Yes	No	No	Yes	Yes	Yes	Yes	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	1	30	0.0	Chlorination	No	No	Yes	Yes	Yes	No	No	No	To reduces spread/ transmission of disease	With water and ash	Yes	Lafoole	Male	6	4	25.0	4	8	45.346663331595316	4.56796560173429	1	Borderline
132	Somali Bantu	Male	50	Yes	0	2	1	3	0	0	Married	Host Community	90	Self-employed	Land cultivation	No	0	0	0	0	No	No	No	Yes	Yes	Yes	Yes	No	2	3	Yes	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	6	1	4	0	0	0	5	7	7	7	No													Never	Never	Never	Never	Yes	1.0	No	No	No	Yes	No	0	0	0	Improved	0	0	0	0	Received from NGOs	0	0	0	0	Less than a hectare	0	0	0	0	Yes	0	0	0	0	No	0	0	0	0	0	0	0	0	0	Yes	0	0	0	0	Received from NGOs	0	0	0	0	Yes	0	0	0	0	No	0	0	0	0	No	0	0	0	0	0	0	Don't know	Don't know	Yes	Yes	No	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	0	0	WARDI	WARDI	0	0	0	0	0	0	0	0	0	5 days	5 days	0	0	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	No	No	Fetch with jerrycan	0	Everyday	Once a day	No	No	0	Yes	Yes, it has increased due to the project activities which has supported agriculture.	Yes	Farming	80	0	0	0				No	Yes	9.0	Donkey cart	Yes	No	No	No	No	0.0						No	No	No	Yes	Yes				No	Public tap/standpipe	1	70	0.0	Chlorination	No	No	Yes	No	No	No	Yes	No	To reduces spread/ transmission of disease	Water alone	Yes	Doolagaal	Male	6	5	53.0	0	12	45.44930030010832	4.425577305740869	1	Acceptable
133	Makane	Female	29	No	Male	1	2	1	1	1	Married	Host Community	120	Self-employed	Land cultivation	Yes	0	3	2	0	No	Yes	No	Yes	No	Yes	Yes	No	2	2	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	4	1	0	0	0	3	3	3	3	3	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	Sometimes (three to ten times in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Yes	7.41316	Yes	Yes	No	Yes	No	Improved	Improved	0	Improved	0	Received from NGOs	Received from NGOs	0	Received from NGOs	0	Less than a hectare	Less than a hectare	0	Less than a hectare	0	Yes	Yes	0	Yes	0	Yes	Yes	0	Yes	0	Less than a hectare	Less than a hectare	0	Less than a hectare	0	Yes	Yes	0	Yes	0	Received from NGOs	Received from NGOs	0	Received from NGOs	0	Yes	Yes	0	Yes	0	Yes	Yes	0	Yes	0	Yes	Yes	0	Yes	0	Less than a hectare	Less than a hectare	0	Less than a hectare	0	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Fetch with jerrycan	0	Three times a week	Once a day	No	Yes	Maize, beans, sesemate	Yes	Increased my livelihood after assistance	Yes	Farming	60	0	0	0				Yes	Yes	10.0	Donkey cart	No	No	No	Yes	Yes	0.0						Yes	Yes	Yes	No	Yes				No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	2	30	0.0	Aqua tabs	Yes	No	No	Yes	Yes	Yes	Yes	No	To be healthy	With water and ash	No	Garaash	Male	6	8	37.0	4	9	45.341067266475925	4.431868231304595	3	Acceptable
134	Makkane	Male	30	Yes	0	1	0	1	4	2	Married	Host Community	100	Self-employed	Casual employment	Yes	5	5	0	0	No	No	No	Yes	No	Yes	Yes	No	2	2	Yes	Yes	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	Yes	Yes	4	2	0	0	0	3	3	4	5	3	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Sometimes (three to ten times in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Yes	2.47105	No	No	No	Yes	No	0	0	0	Improved	0	0	0	0	Received from NGOs	0	0	0	0	Less than a hectare	0	0	0	0	Yes	0	0	0	0	Yes	0	0	0	0	Less than a hectare	0	0	0	0	Yes	0	0	0	0	Received from NGOs	0	0	0	0	Yes	0	0	0	0	Yes	0	0	0	0	Yes	0	0	0	0	Less than a hectare	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	0	WARDI	0	WARDI	4 days	4 days	4 days	4 days	4 days	4 days	4 days	0	4 days	0	4 days	Yes	Yes	Yes	Yes	Yes	No	Yes	Fetch with jerrycan	0	Twice a week	Once a day	No	Yes	Maize	No	The floods affected my farm and livelihood	Yes	Farming	70	3	0	8	Yes	No	No	Yes	Yes	10.0	Donkey cart	Yes	No	No	Yes	Yes	0.0						Yes	Yes	Yes	Yes	Yes				No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	1	30	0.0	Aqua tabs	Yes	No	Yes	Yes	Yes	Yes	Yes	No	To reduces spread/ transmission of disease	With water and soap	No	Garaash	Male	8	8	40.5	4	9	45.341067266475925	4.431868231304595	4	Acceptable
135	Hawiye	Male	45	No	Male	2	1	2	3	0	Married	Host Community	100	Self-employed	Land cultivation	Yes	17	25	0	0	No	No	Yes						3	2	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	3	1	1	0	0	1	2	1	2	3	No													Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Yes	4.0	Yes	Yes	Yes	Yes	No	Improved	Improved	Improved	Improved	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	1-5 ha	1-5 ha	1-5 ha	1-5 ha	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	1-5 ha	1-5 ha	1-5 ha	1-5 ha	0	Yes	Yes	Yes	Yes	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	1-5 ha	1-5 ha	1-5 ha	1-5 ha	0	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Fetch with jerrycan	0	Once a week	Once a day	No	No	0	No	Nothing has increased	No	0	0	0	0	0				No	No	39.0	Donkey cart	Yes	Yes	Yes	Yes	No	0.0						Yes	Yes	Yes	Yes	Yes				No	Rainwater collection	1	20	0.0	None	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	No	Haracadeey	Male	8	6	24.5	4	12	45.4101313655221	4.6138187713871135	4	Borderline
136	Makanne	Male	35	Yes	0	1	2	1	1	1	Married	Host Community	120	Self-employed	Land cultivation	No	0	0	0	0	No	No	No	Yes	No	Yes	Yes	No	2	2	Yes	Yes	No	No	No	No	No	Yes	No	No	Yes	Yes	Yes	Yes	Yes	4	1	0	0	0	2	2	3	4	4	Yes	Yes	Yes	Yes	No	No	No	No	No	No	No	No	No	Rarely (once or twice in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Yes	9.88422	Yes	No	No	Yes	No	Improved	0	0	Improved	0	Received from NGOs	0	0	Received from NGOs	0	Less than a hectare	0	0	Less than a hectare	0	Yes	0	0	Yes	0	Yes	0	0	Yes	0	Less than a hectare	0	0	Less than a hectare	0	Yes	0	0	Yes	0	Received from NGOs	0	0	Received from NGOs	0	Yes	0	0	Yes	0	Yes	0	0	Yes	0	Yes	0	0	Yes	0	Less than a hectare	0	0	Less than a hectare	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	Yes	Yes	Yes	Yes	Yes	No	Yes	Fetch with jerrycan	0	Three times a week	Once a day	No	Yes	Maize and beans	Yes	My livelihood increased after assistance	No	0	0	0	0	0				Yes	Yes	15.0	Donkey cart	No	No	Yes	Yes	Yes	0.0						Yes	Yes	Yes	Yes	Yes				No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	2	40	0.0	Boiling water	Yes	No	Yes	Yes	No	Yes	Yes	No	To reduces spread/ transmission of disease	With water and soap	Yes	Garaash	Male	6	8	29.5	4	9	45.341067266475925	4.431868231304595	3	Borderline
137	xawadle	Male	25	Yes	0	2	1	1	1	1	Married	Host Community	160	Self-employed	Land cultivation	Yes	0	7	3	0	No	No	Yes						3	4	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	6	3	2	3	2	1	6	3	7	7	No													Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Yes	2.0	Yes	Yes	Yes	Yes	No	Recycled	Recycled	Recycled	Recycled	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	No	No	No	No	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	Yes	Don't know	Don't know	Yes	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	WARDI	0	0	WARDI	0	0	0	0	0	0	0	4 days	0	0	5 days	0	0	0	0	0	0	0	No	Yes	Yes	Yes	Yes	Yes	No	Pipes	0	Everyday	Three times a day	Yes	Yes	i store the containers the crops harvested from the farm	Yes	"because the of the experince and the knowledge i benefited from the NGOs that assistas the farmers 
I also got quality seeds that can be said it changed my way of production"	Yes	Farming	50	0	0	0				No	Yes	5.0	Donkey cart	Yes	Yes	Yes	Yes	No	0.0						Yes	No	No	No	No				No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	3	32	0.0	Boiling water	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be healthy	With water and ash	No	Biyoqurun	Male	6	13	62.0	4	12	45.3040508840143	4.500255874333652	2	Acceptable
138	Hawiye	Female	36	No	Male	2	1	1	1	1	Married	Host Community	100	Self-employed	Land cultivation	Yes	5	15	0	0	No	No	No	Yes	Yes	Yes	Yes	No	3	2	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	2	1	1	1	1	2	2	2	2	2	No													Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Yes	2.8	Yes	Yes	Yes	Yes	No	Improved	Improved	Improved	Improved	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	1-5 ha	1-5 ha	1-5 ha	1-5 ha	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	1-5 ha	1-5 ha	1-5 ha	1-5 ha	0	Yes	Yes	Yes	Yes	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	No	No	No	No	0	0	0	0	0	0	No	No	No	No	No	No	No	No	No	No	No	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Fetch with jerrycan	0	Three times a week	Three times a day	No	No	0	No	Nothing has changed	Yes	Livestock keeping	50	0	0	0				No	No	17.0	Donkey cart	Yes	Yes	Yes	Yes	No	0.0						Yes	No	No	No	No				No	Rainwater collection	2	15	0.0	None	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	No	Haracadeey	Male	6	6	29.0	4	12	45.4101313655221	4.6138187713871135	2	Borderline
139	Makane	Female	25	No	Male	1	2	2	4	1	Married	Host Community	100	Self-employed	Casual employment	No	0	0	0	0	No	Yes	No	Yes	Yes	Yes	Yes	No	1	2	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	4	0	0	0	0	1	3	3	3	3	Yes	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Sometimes (three to ten times in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Yes	24.7105	No	No	No	Yes	No	0	0	0	Improved	0	0	0	0	Received from NGOs	0	0	0	0	Less than a hectare	0	0	0	0	No	0	0	0	0	Yes	0	0	0	0	Less than a hectare	0	0	0	0	No	0	0	0	0	Given by relatives/friends	0	0	0	0	No	0	0	0	0	Yes	0	0	0	0	Yes	0	0	0	0	1-5 ha	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	4 days	Yes	Yes	Yes	Yes	Yes	No	Yes	Fetch with jerrycan	0	Everyday	Once a day	No	Yes	Maize	No	The flood affected my farm	No	0	0	0	0	0				Yes	No	15.0	Donkey cart	Yes	No	Yes	Yes	No	0.0						Yes	Yes	Yes	Yes	Yes				No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	1	30	0.0	None	Yes	No	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and soap	No	Garaash	Male	10	6	27.0	4	8	45.341067266475925	4.431868231304595	6	Borderline
140	Makane	Male	50	No	Male	3	2	3	0	0	Married	Host Community	150	Self-employed	Land cultivation	Yes	3	11	0	0	No	No	Yes						2	3	No	No	Yes	No	Yes	Yes	No	No	No	Yes	Yes	No	Yes	Yes	Yes	7	3	2	4	3	5	1	1	6	7	No													Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Yes	2.0	Yes	Yes	Yes	Yes	No	Recycled	Recycled	Recycled	Recycled	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	Yes	No	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	No	No	No	No	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	Don't know	Don't know	Don't know	No	No	No	Don't know	Don't know	Don't know	Don't know	Don't know	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Pipes	0	Everyday	Three times a day	No	Yes	To store the grains harvested from the farm	Yes	it increased because i got assistance of farm inputs that incourages me to produce much and pay hardwork so that my yeild increases	Yes	Farming	60	0	0	0				No	Yes	8.0	Donkey cart	Yes	Yes	Yes	Yes	Yes	0.0						Yes	No	No	No	No				No	Protected spring	2	32	0.0	Chlorination	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be healthy	With water and ash	No	Dheriyow	Male	8	8	60.5	4	12	45.2976468014455	4.751338501582089	2	Acceptable
141	Makanne	Female	26	No	Male	1	2	1	1	2	Married	Host Community	100	Self-employed	Casual employment	Yes	0	2	0	0	No	No	No	Yes	No	Yes	Yes	No	2	2	Yes	No	No	No	No	Yes	No	No	No	No	Yes	Yes	Yes	Yes	Yes	4	0	0	1	0	2	3	3	3	3	Yes	No	No	No	No	No	No	Yes	Yes	Yes	No	No	No	Rarely (once or twice in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Rarely (once or twice in the past four weeks)	Sometimes (three to ten times in the past four weeks)	Yes	12.3553	Yes	No	No	Yes	No	Improved	0	0	Improved	0	Received from NGOs	0	0	Received from NGOs	0	1-5 ha	0	0	1-5 ha	0	No	0	0	No	0	Yes	0	0	Yes	0	1-5 ha	0	0	1-5 ha	0	Yes	0	0	Yes	0	Saved from own harvest	0	0	Saved from own harvest	0	No	0	0	No	0	Yes	0	0	Yes	0	Yes	0	0	Yes	0	1-5 ha	0	0	1-5 ha	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	WARDI	3days	3days	3days	3days	3days	3days	3days	3days	3days	3days	3days	Yes	Yes	Yes	Yes	Yes	No	Yes	Fetch with jerrycan	0	Three times a week	Three times a day	No	Yes	Maize and beans	Yes	Increased and access to enough food	No	0	0	0	0	0				Yes	Yes	15.0	Donkey cart	Yes	No	No	Yes	Yes	0.0						No	Yes	Yes	No	Yes				No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	2	50	0.0	None	Yes	Yes	Yes	No	No	No	Yes	No	To be healthy	With water and soap	Yes	Garaash	Male	7	7	32.0	4	9	45.341067266475925	4.431868231304595	3	Borderline
142	makane	Female	30	No	Male	2	1	3	2	1	Married	Host Community	175	Self-employed	Land cultivation	No	0	0	0	0	No	No	Yes						3	3	Yes	Yes	Yes	Yes	No	No	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	7	2	3	5	2	2	6	3	2	7	No													Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Rarely (once or twice in the past four weeks)	Yes	2.0	Yes	Yes	Yes	Yes	No	Recycled	Recycled	Recycled	Recycled	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	Yes	Yes	Yes	Yes	0	Received from NGOs	Received from NGOs	Received from NGOs	Received from NGOs	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Yes	Yes	Yes	Yes	0	Less than a hectare	Less than a hectare	Less than a hectare	Less than a hectare	0	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	Don't know	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Pipes	0	Everyday	Three times a day	No	Yes	i store the containers i was given grains harvested from the farm especially maize	Yes	becaise i got well quality seeds	Yes	Farming	70	0	0	0				No	Yes	8.0	Donkey cart	Yes	Yes	No	Yes	Yes	0.0						Yes	No	No	No	No	Yes	Yes	No	Yes	Public tap/standpipe	1	28	0.0	Boiling water	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and ash	No	Dheriyow	Male	9	12	68.5	4	12	45.2976468014455	4.751338501582089	3	Acceptable
